action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,515157,[],CHEMBL696981,In vitro inhibition of thrombin-induced platelet aggregation.,F,,,BAO_0000190,BAO_0000019,assay format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128342,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://www.openphacts.org/units/Nanomolar,252486,>,1,1,>,,IC50,nM,,100000.0,CHEMBL612545,,Unchecked,,,,IC50,uM,UO_0000065,,100.0
,,515158,[],CHEMBL696980,Inhibition of collagen-induced platelet aggregation,F,,,BAO_0000190,BAO_0000019,assay format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128342,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://www.openphacts.org/units/Nanomolar,252486,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2093869,Homo sapiens,Integrin alpha-IIb/beta-3,9606,,,IC50,uM,UO_0000065,,100.0
,,515159,[],CHEMBL696979,Inhibition of arachidonic acid-induced platelet aggregation,F,,,BAO_0000190,BAO_0000019,assay format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128342,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,5.30,0,http://www.openphacts.org/units/Nanomolar,252486,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2093869,Homo sapiens,Integrin alpha-IIb/beta-3,9606,,,IC50,uM,UO_0000065,,5.0
,,558549,[],CHEMBL721200,In vivo antithrombotic activity in Swiss mice was determined when the compound was administered at 30 umol/kg orally 1 hour prior to challenge,F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1135176,Bioorg Med Chem Lett,2002,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,96697,=,1,0,=,,Protection,%,,40.0,CHEMBL375,Mus musculus,Mus musculus,10090,,,Protection,%,UO_0000187,,40.0
,,558550,[],CHEMBL721473,In vivo increase in the bleeding time was determined when administered at 30 umol/kg orally 1 hour prior to challenge,F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1135176,Bioorg Med Chem Lett,2002,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,96697,=,1,0,=,,Increase,%,,110.0,CHEMBL375,Mus musculus,Mus musculus,10090,,,Increase,%,UO_0000187,,110.0
,,579271,[],CHEMBL779638,In vivo effective dose required for antiinflammatory activity in rat adjuvant arthritis model,F,,,BAO_0003036,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128445,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://www.openphacts.org/units/Micromolar,242897,=,1,0,=,,ED50,uM,,1942.7,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,ED50,uM,UO_0000064,,1942.7
,,579272,[],CHEMBL764147,Tested for inhibitory activity against Prostaglandin G/H synthase 1 from ovine,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Oc1ccccc1C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128445,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://www.openphacts.org/units/Nanomolar,242897,=,1,1,=,,IC50,nM,,1280000.0,CHEMBL2949,Ovis aries,Cyclooxygenase-1,9940,,,IC50,uM,UO_0000065,,1280.0
,,579273,[],CHEMBL769654,Tested for inhibitory activity against Prostaglandin G/H synthase 2 from human,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Oc1ccccc1C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128445,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://www.openphacts.org/units/Nanomolar,242897,=,1,1,=,,IC50,nM,,18000000.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,,,IC50,uM,UO_0000065,,18000.0
,,579274,[],CHEMBL849098,IC50 ratio measured as the IC50 values of COX-1 to that of COX-2.,B,,,BAO_0000193,BAO_0000224,protein format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128445,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,,242897,=,1,0,=,,Ratio,,,0.1,CHEMBL2094253,Homo sapiens,Cyclooxygenase,9606,,,Ratio,,,,0.1
,,597862,[],CHEMBL760548,In vitro antiplatelet activity against guinea pig platelet rich plasma aggregated by collagen,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1134079,Bioorg Med Chem Lett,2001,,CHEMBL25,ASPIRIN,CHEMBL25,4.32,0,http://www.openphacts.org/units/Nanomolar,45619,=,1,1,=,,IC50,nM,,48000.0,CHEMBL369,Cavia porcellus,Cavia porcellus,10141,,,IC50,uM,UO_0000065,,48.0
,Not Determined,597863,[],CHEMBL760547,In vitro antiplatelet activity against guinea pig platelet rich plasma aggregated by ADP; Not calculable because maximum inhibition of aggregation is lower than 50%,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1134079,Bioorg Med Chem Lett,2001,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://www.openphacts.org/units/Nanomolar,45619,,1,0,,,IC50,nM,,,CHEMBL369,Cavia porcellus,Cavia porcellus,10141,,,IC50,uM,UO_0000065,,
,,597864,[],CHEMBL760545,Evaluated for in vitro antiplatelet activity against guinea pig platelet rich plasma aggregated by arachidonic acid (AA),F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1134079,Bioorg Med Chem Lett,2001,,CHEMBL25,ASPIRIN,CHEMBL25,4.21,0,http://www.openphacts.org/units/Nanomolar,45619,=,1,1,=,,IC50,nM,,61000.0,CHEMBL369,Cavia porcellus,Cavia porcellus,10141,,,IC50,uM,UO_0000065,,61.0
,,613450,[],CHEMBL718282,Antianalgesic activity by phenylquinone writhing method in mice after peroral administration,F,,,BAO_0003036,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1122640,J Med Chem,1984,,CHEMBL25,ASPIRIN,CHEMBL25,,0,,295647,>,1,1,>,,ED50,mg.kg-1,,100.0,CHEMBL613490,Mus sp.,Mus sp.,10095,,,ED50,mg kg-1,UO_0000308,,100.0
,,613451,[],CHEMBL786415,Compound was tested for antiinflammatory activity and the % inhibition was reported 3 hr after carrageenan injection in the hind paw edema test in rats: dose=80 mg/kg,F,,,BAO_0000201,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1122640,J Med Chem,1984,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,295647,=,1,1,=,,Inhibition,%,,25.8,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Inhibition,%,UO_0000187,,25.8
,,619257,[],CHEMBL767916,Maximum rate of PAF induced platelet aggregation was determined in rabbit blood at a dose of 10-7 mol/L (in vitro),F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1136439,Bioorg Med Chem Lett,2003,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,251140,=,1,0,=,,Am,%,,53.42,CHEMBL374,Oryctolagus cuniculus,Oryctolagus cuniculus,9986,,,Am,%,UO_0000187,,53.42
,,619258,[],CHEMBL767915,Maximum rate of PAF induced platelet aggregation was determined in rabbit blood at a dose of 10-6 mol/L (in vitro),F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1136439,Bioorg Med Chem Lett,2003,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,251140,=,1,0,=,,Am,%,,36.98,CHEMBL374,Oryctolagus cuniculus,Oryctolagus cuniculus,9986,,,Am,%,UO_0000187,,36.98
,,619259,[],CHEMBL767914,Maximum rate of PAF induced platelet aggregation was determined in rabbit blood at a dose of 10-5 mol/L (in vitro),F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1136439,Bioorg Med Chem Lett,2003,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,251140,=,1,0,=,,Am,%,,29.99,CHEMBL374,Oryctolagus cuniculus,Oryctolagus cuniculus,9986,,,Am,%,UO_0000187,,29.99
,,619260,[],CHEMBL767913,Maximum rate of ADP induced platelet aggregation was determined in rabbit blood at a dose of 10-7 mol/L (in vitro),F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1136439,Bioorg Med Chem Lett,2003,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,251140,=,1,0,=,,Am,%,,54.89,CHEMBL374,Oryctolagus cuniculus,Oryctolagus cuniculus,9986,,,Am,%,UO_0000187,,54.89
,,619261,[],CHEMBL767912,Maximum rate of ADP induced platelet aggregation was determined in rabbit blood at a dose of 10-6 mol/L (in vitro),F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1136439,Bioorg Med Chem Lett,2003,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,251140,=,1,0,=,,Am,%,,42.58,CHEMBL374,Oryctolagus cuniculus,Oryctolagus cuniculus,9986,,,Am,%,UO_0000187,,42.58
,,619262,[],CHEMBL767911,Maximum rate of ADP induced platelet aggregation was determined in rabbit blood at a dose of 10-5 mol/L (in vitro),F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1136439,Bioorg Med Chem Lett,2003,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,251140,=,1,0,=,,Am,%,,30.01,CHEMBL374,Oryctolagus cuniculus,Oryctolagus cuniculus,9986,,,Am,%,UO_0000187,,30.01
,,619263,[],CHEMBL775277,Effect on the wet thrombus weight in male wistar rat was determined(in vivo),F,,,BAO_0000375,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1136439,Bioorg Med Chem Lett,2003,,CHEMBL25,ASPIRIN,CHEMBL25,,0,,251140,=,1,0,=,,Activity,,,28.11,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Activity,,,,28.11
,,619264,[],CHEMBL774676,Effect on the dry thrombus weight in male wistar rat was determined(in vivo),F,,,BAO_0000375,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1136439,Bioorg Med Chem Lett,2003,,CHEMBL25,ASPIRIN,CHEMBL25,,0,,251140,=,1,0,=,,Activity,,,3.99,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Activity,,,,3.99
,,625655,[],CHEMBL879115,Antinociceptive potency against phenylquinone (PBQ)-induced writhing in mice (8 mice/dose),F,,,BAO_0003036,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128726,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,,32799,=,1,1,=,,ED50,mg.kg-1,,63.0,CHEMBL375,Mus musculus,Mus musculus,10090,,,ED50,mg kg-1,UO_0000308,,63.0
,,625656,[],CHEMBL784656,Antinociceptive potency against acetic acid -induced writhing in rat (8 rats/dose),F,,,BAO_0003036,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128726,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,,32799,=,1,1,=,,ED50,mg.kg-1,,32.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,ED50,mg kg-1,UO_0000308,,32.0
,,625657,[],CHEMBL785132,"% inhibition of acetic acid-induced writhing in rat at 30 mg/kg peroral dose, 15 min postdose(5 rats per compound at each time)",F,,,BAO_0000201,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128726,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,32799,=,1,1,=,,Inhibition,%,,53.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Inhibition,%,UO_0000187,,53.0
,,625658,[],CHEMBL785134,"% inhibition of acetic acid-induced writhing in rat at 30 mg/kg peroral dose, 30 min postdose(5 rats per compound at each time)",F,,,BAO_0000201,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128726,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,32799,=,1,1,=,,Inhibition,%,,37.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Inhibition,%,UO_0000187,,37.0
,,625659,[],CHEMBL784466,"% inhibition of acetic acid-induced writhing in rat at 30 mg/kg peroral dose, 60 min postdose(5 rats per compound at each time)",F,,,BAO_0000201,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128726,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,32799,=,1,1,=,,Inhibition,%,,60.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Inhibition,%,UO_0000187,,60.0
,,625660,[],CHEMBL872540,"% inhibition of acetic acid-induced writhing in rat at 30 mg/kg peroral dose, 120 min postdose(5 rats per compound at each time)",F,,,BAO_0000201,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128726,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,32799,=,1,1,=,,Inhibition,%,,26.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Inhibition,%,UO_0000187,,26.0
,,625661,[],CHEMBL785133,"% inhibition of acetic acid-induced writhing in rat at 30 mg/kg peroral dose, 180 min postdose(5 rats per compound at each time)",F,,,BAO_0000201,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128726,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,32799,=,1,1,=,,Inhibition,%,,18.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Inhibition,%,UO_0000187,,18.0
,,625662,[],CHEMBL784465,"% inhibition of acetic acid-induced writhing in rat at 30 mg/kg peroral dose, 360 min postdose(5 rats per compound at each time)",F,,,BAO_0000201,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1128726,J Med Chem,1995,,CHEMBL25,ASPIRIN,CHEMBL25,,0,http://qudt.org/vocab/unit#Percent,32799,=,1,1,=,,Inhibition,%,,0.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Inhibition,%,UO_0000187,,0.0
,,634989,[],CHEMBL700472,Inhibition of adenosine diphosphate (ADP) induced human platelet aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1124160,J Med Chem,1988,,CHEMBL25,ASPIRIN,CHEMBL25,4.23,0,http://www.openphacts.org/units/Nanomolar,50799,=,1,1,=,,IC50,nM,,59000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,59.0
,,634990,[],CHEMBL700475,Inhibition of arachidonic acid (AA) induced human platelet aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1124160,J Med Chem,1988,,CHEMBL25,ASPIRIN,CHEMBL25,4.05,0,http://www.openphacts.org/units/Nanomolar,50799,=,1,1,=,,IC50,nM,,89000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,89.0
